,AAPL,AMZN,COST,CVX,GOOGL,JPM,KO,MCD,NVDA,UNH
2012-08-01,0.038314341570713506,0.01624571215832438,0.00984614217173297,0.046304510552603456,0.08681604262490279,0.015831453172165763,0.03543040368392402,0.010115009776317217,-0.03160861297019392,-0.13309202344545912
2012-09-01,0.09621715622037828,0.06739163841034293,0.0227913227475662,0.02288444410882599,0.0795854402611979,0.031175401030371173,-0.07975457914757103,0.008509160614192641,0.04668984416911593,0.058589171120436934
2012-10-01,-0.00883323165625654,0.014951927634030302,0.02661737213042011,0.0443822520935002,0.10610759964775722,0.09814587873029829,0.03264063322555107,0.027552965341448386,-0.06705979609045007,0.043050791525018686
2012-11-01,-0.10016867501695471,-0.08212810956381768,-0.034207045243049655,-0.05064265462340502,-0.10246511465134014,0.05199011008231724,-0.02773957933285261,-0.0580731831929516,-0.04441719823783045,0.008641146590628618
2012-12-01,-0.014498997304544452,0.08228680932497728,0.07044930356315807,-0.04457038201513125,0.015556333483866541,-0.041950862787564484,0.022519068159558224,0.01170069916195872,-0.04088709133670642,-0.04599347272841278
2013-01-01,-0.09512732945085213,-0.004692605085600493,0.017120248626737816,0.022916639714097353,0.012819026876950735,0.06798632340496608,-0.045039028156981256,0.01335203249874759,0.023938838991100518,0.0012168497692740979
2013-02-01,-0.15970305526769668,0.054794953570119806,0.05344311972015953,0.0744648143982638,0.0920687926090964,0.09140957609820832,0.034967808473727394,0.08410738670236222,0.00893257505097859,0.027816913861084463
2013-03-01,-0.046570964524419486,0.00278853878314188,-0.023896639286254483,0.011182448985142104,0.0386826291361545,0.02191075754514446,0.030432584510664138,0.0052167069125377726,0.033230954902805,-0.041180650197808734
2013-04-01,-0.0036305214776270424,-0.015663546447411386,0.04237483164747445,0.022917447911125374,-0.006221275024812446,-0.022328946695926784,0.051439445119568994,0.034615225092623,-0.02388634899506784,0.10084762677680006
2013-05-01,0.023912649621741347,-0.052499084433864245,0.022520891896080916,0.005502981843886795,0.023730370280676476,0.009989806014046029,0.042590396955756296,0.023251690214518533,0.09523690308777975,0.012638129234053861
2013-06-01,0.03008516813139854,0.08109886671658341,0.015731705004028578,0.028443096034250822,0.06006599001755788,0.12844134477690208,-0.05402729292419861,-0.040804045739862675,0.06340505692028607,0.04757729626164915
2013-07-01,-0.09439511807610991,0.04680698494927816,0.007270971880957755,-0.030354751320311665,0.0189420328389067,-0.03922825084072365,0.018572584663063246,0.03310060815730892,-0.02590301980094466,0.051184819768354185
2013-08-01,0.10973047666715594,0.07991727341394268,0.06917989381990057,0.0599727251825023,0.018236013872231727,0.0815914836852028,0.002714568813014621,-0.008248389904502176,0.03758257711374448,0.10861599293313243
2013-09-01,0.07131380186044488,-0.08389538174995699,-0.05362685016988917,-0.04047220230572787,-0.0654899559015452,-0.11238083731597871,-0.06071690028370436,-0.039956343049662654,0.012515093195747945,-0.019600172221001886
2013-10-01,0.0015175171750912006,0.1330019085739097,0.0275948131675333,0.007362740024365177,0.0462623299556284,0.027906559610934127,0.0012039331094672427,0.01858397881655755,0.052817593797544256,0.0153996997206373
2013-11-01,0.06365291725843852,0.1120370452000232,0.03938806048839883,-0.027661880536003863,0.1465912463917626,0.01787006554922142,0.042812422364080276,0.011480766714090285,-0.018825822836666097,-0.055959620840417515
2013-12-01,0.0728293347531194,0.0920635334985333,0.04996255357539625,0.045213872209513596,0.031200983559342792,0.08589996793601115,0.021517010868893165,0.009618750071974049,0.027437065321536183,0.0818007556931138
2014-01-01,0.008862654439572727,0.013049038615695133,-0.05245652632628704,0.019972198657941927,0.05608042522345923,0.021781351467056398,0.02748666972663442,-0.0034983168469569703,0.026567197039831354,0.014754386842045884
2014-02-01,-0.11395009509724127,-0.10597651187014008,-0.0575833179090215,-0.11240367291941152,0.05237384765438506,-0.04830856678887003,-0.08826649762593253,-0.029918431462451222,-0.02017747274895797,-0.04093253014543758
2014-03-01,0.05591845523988005,0.009461900251812093,0.04145439509114087,0.0414506735136395,0.028942705925111802,0.02603087846741026,0.009997919550842975,0.018836238157452584,0.16210758460200317,0.06675827955663306
2014-04-01,0.028862399193457247,-0.05421910549403963,-0.04321500203325765,0.03132621229684323,-0.06874316942806613,0.06556132743230017,0.013373586076230884,0.028491765942834837,0.01458313893168871,0.061066786570498265
2014-05-01,0.08800869884769931,-0.1079587240401715,0.03254185490668392,0.048710187163405326,-0.05330112834839014,-0.07882737434260502,0.059874268660377004,0.030777879950122183,-0.004298805426616918,-0.08794485934358108
2014-06-01,0.0734118930008918,0.015021867573090479,0.007029950868229985,-0.008858225096551264,0.05968371241325315,-0.0026952673485290345,0.003182449096429104,0.012672244037046112,0.02748658662101634,0.06056946672600709
2014-07-01,0.03361498699667287,0.0615445010237103,-0.00501147546829401,0.06120401434832501,0.03411778811638304,0.042323894887334436,0.04066872721068637,-0.004247669869052478,-0.013245180159251808,0.03267447010228348
2014-08-01,0.027526429228831143,-0.07926578269381122,0.023942846623162324,-0.020431061987512582,-0.03071237042154207,-0.019114774326674605,-0.07358079003971886,-0.06863938429535897,-0.058194153868867574,-0.004896809327156966
2014-09-01,0.06912301184476217,0.09907492686086004,0.026784535042320947,0.020509707739425367,0.015156448000354285,0.05124890187762395,0.060011017838664915,0.0024248704864001276,0.09926152525223662,0.06174300544363093
2014-10-01,-0.03292659137509554,-0.06576623944091771,0.02994033056975459,-0.09558056798935548,-0.004698733782894768,0.005368340845038032,0.031412962885419206,0.0050026206229251335,-0.06258667714259243,-0.01674133826332951
2014-11-01,0.08519504799417633,-0.03853301361976801,0.06673530182346747,0.01936095202721298,-0.020497616584786896,0.018523616770556476,-0.02032663080574291,-0.004896039403945414,0.06720325316772731,0.11274398675521251
2014-12-01,0.0677362278287432,0.06507851290388346,0.06515313862356578,-0.06175905087284378,-0.0509716586276213,-0.007968012152388047,0.0686920320786188,0.030437348013549356,0.05607911983042061,0.041743453477789356
2015-01-01,-0.04161179394409718,-0.04919664661758235,-0.0016215158726251685,0.004019612458965859,-0.016799229703427312,0.042101011149887534,-0.05371808410889822,-0.021955836559742332,-0.026090498189570394,0.02404910741538761
2015-02-01,0.0596116172527534,0.13309225571979186,0.008709684898864664,-0.08994933967048586,0.012900159836056864,-0.13403696395468592,-0.025184026939021647,-0.013538351424315639,-0.04331898392091417,0.04978362516174091
2015-03-01,0.09601580845694783,0.06979924256667619,0.06237676821086294,0.049454680614195494,0.045600532956218805,0.11945687138859035,0.05044297023682844,0.07620241796501609,0.1426987181171232,0.06715278647003337
2015-04-01,-0.033321981669328433,-0.02638669829341351,0.02207360974133848,-0.017874953401303264,-0.02363166280645968,-0.015317501729222523,-0.05415279560296656,-0.026745067067413808,-0.048767277902186545,0.036404964049960735
2015-05-01,0.03712913967584463,0.13285928568110628,-0.03008213737651454,0.03975629527325897,0.0030345684685961806,0.05925959415953797,0.005637862372285609,0.015560425675393197,0.0795667352100982,-0.03685612041167997
2015-06-01,0.016423226142679926,0.018857662454734705,-0.020850076452533478,-0.05066925120677292,-0.003544242613017274,0.038095513113838936,0.0007331699926726164,-0.007634821470117103,-0.011779571846431483,0.057168019892862396
2015-07-01,-0.030647076964586142,0.014902773259415464,-0.042318277139195636,-0.0658450701478592,-0.010819193223801689,0.03618494089548692,-0.027590945763344622,-0.0047920867036998875,-0.09263250312321099,0.03317104706781239
2015-08-01,-0.04276569081754514,0.20358879464073837,0.06254903142875566,-0.08250853935035704,0.19078301716014798,0.006735136467760667,0.03922074371982887,0.04192393042159766,-0.022305818786718366,-0.016178117023442722
2015-09-01,-0.11421547141172922,-0.07674997330561398,-0.04662957295081703,-0.11111354029107866,-0.043423547906685796,-0.1090476029155191,-0.05839054745440715,-0.057356789922514584,0.08180917747074616,-0.0749828859485455
2015-10-01,0.01711992820930217,0.04754841163868198,0.04426920329173578,0.0019166911272660283,0.019567019541778627,-0.000488359623467086,0.03536274034216812,0.05525404696445976,0.11427243973232362,0.03904343457556501
2015-11-01,0.08666123459957104,0.18397817406341124,0.0896594941000749,0.14848150411410338,0.13852872950814968,0.052235650388748264,0.06210120706951025,0.12783370915069978,0.16021994877126453,0.009983574569037961
2015-12-01,-0.013969030123760079,0.08151884646343965,0.0224315021588199,0.02959204790665625,0.061024064502090115,0.0509741199678991,0.020310041952736273,0.0272197243606623,0.14736055614024102,-0.01298945878584335
2016-01-01,-0.1086422040710349,-0.004679167977890195,0.0013006164501578531,-0.027627239832572946,-0.007401655067304256,-0.023646618888845766,0.0016307900154577451,0.03173213168469048,0.006391748731865979,0.016109758007974862
2016-02-01,-0.08761611106390803,-0.16199076096518691,-0.06557075255476441,-0.05330838386682773,-0.009349223507024928,-0.10826169778793232,0.0009306445937461311,0.05331877157123951,-0.11770699172956836,-0.014987642069609357
2016-03-01,0.047050485072110244,0.007332014331693698,-0.0021305026747330635,0.02240456336034978,-0.037811670283436453,0.005759777639425792,0.015918993694706965,-0.039779702765412664,0.11495213490038084,0.04867110471399731
2016-04-01,0.08993302787566737,0.03305495128236709,0.05008005952855134,0.09019940773285984,0.03638340375093572,0.011254240709952566,0.0771733740025691,0.06648234821059877,0.09877382675331497,0.06972502773918797
2016-05-01,-0.15986456120702008,0.09719192481198811,-0.06313285283387735,0.08067936802655619,-0.08368730184339856,0.061505166298661755,-0.04431585633671527,-0.004181291647157031,-0.017299234424043193,0.01345565361465203
2016-06-01,0.055195469192754136,0.08685471068477843,0.029205863909439682,0.00018604042108074246,0.05574314824393654,0.03864245424777922,-0.002234730388109901,-0.03638809423570672,0.2783125192373601,0.021412205884221252
2016-07-01,-0.026448628024798693,0.008636022240926931,0.02326507869867633,0.02942526054060792,-0.05240070150481984,-0.062065341945494394,0.016991525988533065,-0.005631924882538749,-0.003209459695656272,0.050522919893337105
2016-08-01,0.10070889080178398,0.05634200395209315,0.07078043677705823,-0.04960158984008947,0.12016906808012935,0.04062612123004932,-0.037714632329248564,-0.020050265930341076,0.1954158397821328,0.01863851736722725
2016-09-01,0.011794229958726666,0.003744178527188008,-0.06745578317896511,0.021518841993300234,-0.011982485616108712,0.05206883040569849,-0.0023043438591687504,-0.014623168222774015,0.1090507491848432,-0.055663612495828636
2016-10-01,0.057527989464671005,0.08299906610111493,-0.02397133035954208,0.026683881165826012,0.01587037249382174,-0.009267645402472624,-0.015909848377316734,-0.000346589770463687,0.08161291079401836,0.03550817559088886
2016-11-01,-0.013895561124074227,-0.06398852672986524,-0.03911311961246829,0.03400548707369534,0.0017643590222813429,0.04236030133483079,-0.004737157373263966,-0.02732951619036491,0.007705306074236904,-0.0040797609283983426
2016-12-01,-0.012980489444028095,-0.05463541377888137,0.03712483098606845,0.07195518937427738,-0.05243865896398316,0.17048372012327523,-0.03898368375646243,0.06167759098701373,0.23990274554383292,0.14744284922118459
2017-01-01,0.05620437182411169,0.00832938634920145,0.05369249080855842,0.038187908901775966,0.03612976097147217,0.053558308504731575,0.03160838432109657,0.0270634361387985,0.1971582334105188,-0.005607785798379246
2017-02-01,0.10583490064419762,0.10435318111137228,0.010870482146331985,-0.05860878082897577,0.028353203078434322,-0.010133003482958479,-0.004835623059267296,0.005734868783739021,0.06536396593180564,0.016545679490803173
2017-03-01,0.08659520501780003,0.024600281216201378,0.09695465890390041,0.03514141893901055,0.04966358206480145,0.09696740105447409,0.02157841275475853,0.06007522046135177,-0.10181039452349994,0.03163739905359713
2017-04-01,0.027307951649656794,0.03847292419751902,-0.0588794690307587,-0.058864323103128634,-0.010501393160921208,-0.06351334174661677,0.01540698352443372,0.004329924164631554,0.058017207631280356,-0.019958875485117197
2017-05-01,0.020122051528633535,0.06727083007806758,0.05887946903075879,-0.013596567546256233,0.09556743353259609,-0.0031898855709465153,0.018212088147153437,0.08529333684352104,-0.021246530025473494,0.0625127472108628
2017-06-01,0.04816153636543437,0.04909999951327435,0.05797458058190039,-0.00557964115153876,0.057763922844145096,-0.047034287215641256,0.057762432525735916,0.08286893255472924,0.3039039576021924,0.028180517563325985
2017-07-01,-0.061661679887077527,-0.028464948974953413,-0.12171491865564277,0.0005750631677130017,-0.061135634985495804,0.09568245166145721,-0.01254639896359981,0.005040138008695995,0.001384475876143235,0.036123801487083974
2017-08-01,0.041016505482012335,0.028705916725887327,-0.0013134596148382505,0.059987477817258994,0.01799379267400577,0.0231620016458161,0.018775001992017034,0.005729444691354961,0.12915549007282512,0.036069246938036474
2017-09-01,0.09312182612485391,-0.018172805634459274,-0.006117072260761063,-0.00840549393663181,0.005720186930723412,-0.014399981176596018,0.001749019670019187,0.04268859676477575,0.03653050911069705,0.03837392023610297
2017-10-01,-0.06243988692944678,-0.0174266610549307,0.037519837970082744,0.07729468549979487,0.022569298616408655,0.04070864574091458,-0.009037278223303776,-0.01977999726400876,0.047599471326163406,-0.015929680202800202
2017-11-01,0.07960352842494835,0.13806672662204975,-0.009786355084223564,-0.013710460750654673,0.06834903266801975,0.06092564132260531,0.01739940435786743,0.06000856269968459,0.14758434182586055,0.06751804426037507
2017-12-01,0.028209244659880176,0.051793806667535025,0.13217469273802537,0.03998994114679032,-0.01695665877299281,0.03763008766492955,0.011870314106410932,0.04426928307080664,-0.04634041972175448,0.08248408417031615
2018-01-01,-0.010697106930534843,0.006106819574302618,0.00533297021916994,0.046432704115273046,0.02726203166915485,0.02030972671645631,-0.0019597252868803327,-0.00434801891272916,-0.021371990999144008,-0.02826386277293066
2018-02-01,-0.008604977661191112,0.1727531044213525,0.03873109001919921,0.0030306450318630515,0.11483801926046545,0.09398988568863044,0.033646764810370135,-0.0012789172943547286,0.21744270782043243,0.06480449376442592
2018-03-01,0.046201277490776536,0.07178514073829748,-0.020544325735957266,-0.10410190336693964,-0.09788539161584535,-0.029876013332049874,-0.08852600602035705,-0.09267565164289354,-0.03445672812075747,-0.046867933988550894
2018-04-01,-0.04213249132793858,-0.031361543632052756,-0.003179320298923383,0.01769325484652595,-0.03250869351754744,-0.03097847911793903,0.008788820339005214,0.004358350028687223,-0.0026734599469316793,-0.04437159790004284
2018-05-01,0.007836687379574445,0.08912684740283504,0.04219038162732829,0.09064393621838485,0.0034746890982257296,-0.005821626170379545,-0.01953093699537484,0.04415683153241281,-0.019402207186695726,0.10145114769942094
2018-06-01,0.12164503806843117,0.03678067635414745,0.005858308760517319,0.0005600721363547642,0.08669105145870809,-0.003499597175040461,0.01236752274837452,-0.020204068743639194,0.12653727245536567,0.027073530851945284
2018-07-01,-0.027336265859017946,0.03487570394148068,0.058375057068120184,0.020617873975844775,-0.005131964466920073,-0.039515904700154786,0.025882256045420004,-0.01564024853914989,-0.08384753347499616,0.011675454257352329
2018-08-01,0.08483903433957345,0.05570260700403475,0.03825811915762014,-0.0082599675890644,0.08794151572763251,0.10976248624052,0.05608139832311483,0.0014664362047014377,0.03960219794914059,0.0322057211267538
2018-09-01,0.1254331189782501,0.11326887433355672,0.07357897981983826,-0.04731178663976457,-0.0009656255819189325,-0.009381812222128937,-0.04002305362687088,0.03950260142063037,0.13052191371108385,0.05785105263664008
2018-10-01,-0.0016269678562111452,-0.004157222334272643,0.006498710836373855,0.0488463774722019,-0.01907175381962745,-0.009470173084967823,0.04503826886969838,0.02700047055315488,0.030456346091135726,0.005749611050286993
2018-11-01,-0.022426545934524054,-0.18518147723143746,-0.021756180274701224,-0.11236135443869708,-0.10692198112612315,-0.03366026516464948,0.03214070420191148,0.048084239170061924,-0.28267185556912583,-0.030830950081665698
2018-12-01,-0.21514811493118427,0.014685751761445017,0.009664799046932921,0.07728451273803257,0.02156178570966226,0.020076035131295543,0.062097877932396635,0.08119930413756166,-0.28761517290759964,0.07857336465665855
2019-01-01,-0.12408856840841558,-0.11805148425753499,-0.1269317864424823,-0.08919982842101981,-0.06006597947869025,-0.13015815083716406,-0.06242442343097626,-0.059786533943725746,-0.20228294276427736,-0.12170068096661002
2019-02-01,0.054167265003051614,0.07948683806942931,0.031694794484592156,0.08439594118585877,0.06811713493345144,0.07024234033716639,0.028112109770351234,-0.004798110521424379,0.08076828244021426,0.07573545075361314
2019-03-01,0.053778714015529236,0.027594583903487478,0.045383996369744765,0.04045359734123898,0.026378381533166035,0.005280474348913065,-0.07060724214773613,0.052405806441735765,0.07889665774808798,-0.08772884457207711
2019-04-01,0.08891458948699026,0.08178007890498952,0.10686771776562916,0.023566790033331522,0.04299701476914055,0.0020090058263035034,0.03779257000398701,0.017888564507476667,0.1528074515759766,0.001328265411655257
2019-05-01,0.0960514093668524,0.05225957730817104,-0.010704586211083727,-0.05876022490771158,-0.02163374873117094,0.10341929638026257,0.03924547103705482,0.03021985614527701,-0.009979286673077715,-0.05693793984350384
2019-06-01,-0.18055101199507262,-0.07405881932120112,-0.005657793687984482,-0.024400987860466013,-0.058635535500689444,-0.08326084066211259,0.01105212008560773,0.026734469976436078,-0.2857475313927418,0.04158900064374019
2019-07-01,0.140851490590627,0.07962525045044798,0.09535572103084569,0.09215118311191366,-0.0058917083347064395,0.07032580654993095,0.05682784228920744,0.03970160148139358,0.20433511488079836,0.007886652007535948
2019-08-01,0.033565777389549904,-0.03540795511905938,0.04096308166636511,-0.033393195866628415,0.0967801525157681,0.0005239432627974102,0.008299070913506491,0.023710937174168865,-0.007551052419154109,0.02687743425628484
2019-09-01,0.005278541278105921,-0.043530268261150425,0.07316516344692553,-0.015103354847496683,-0.0176916689508274,-0.02764993665184431,0.05623947799800312,0.03658890328430569,0.01657188592357972,-0.06313523496257756
2019-10-01,0.07318686673147101,-0.023144910083658776,-0.037433990416001615,-0.01463235560192713,0.012910539307590558,0.05049670298396099,0.00017371089377187497,-0.041927521056695526,0.03801204276415152,-0.06975170467718661
2019-11-01,0.13019774899405773,0.031637752967479414,0.04410601687466617,0.0017222594059306537,0.05347780884581061,0.10874207580772109,-0.0138187589641031,-0.07488143185203021,0.15212932656209413,0.14939737629128422
2019-12-01,0.046708146210631435,0.005211270736357836,0.012485129315156558,0.0176907608877989,0.02471841766093864,0.03051534224637681,-0.0018778482936356521,0.009168836915723896,0.06825177376967818,0.10406286806365722
2020-01-01,0.09420397595028669,0.025786350109144433,-0.019840989039480977,0.02844821158853735,0.026708704058035375,0.05636539589297654,0.0358658927775161,0.015966474388162913,0.08216316365606358,0.05302392960765671
2020-02-01,0.05260190173799186,0.08348030263226919,0.03870742641168855,-0.11759626672268106,0.06740255544563895,-0.0454227121433079,0.05363943164379551,0.07954020772272385,0.004790503705249567,-0.0760565900296388
2020-03-01,-0.12183020998034574,-0.06423320256123762,-0.0810559103486373,-0.12626752609573672,-0.06750696758048698,-0.1309874839030468,-0.08782143010307342,-0.09086344311699335,0.13362683452057347,-0.06634840770257505
2020-04-01,-0.12636617545184667,0.01263387939664059,0.01986207851109824,-0.3085391223528091,-0.19489234184325283,-0.31944470409590386,-0.23023995514815557,-0.20506369451442893,-0.1053314671926024,-0.06737497033715047
2020-05-01,0.18224530928508473,0.18092272976450732,0.05372920117006133,0.2658583792298754,0.17838191358421351,0.11052859612147328,0.0793848120649619,0.1439559611707696,0.15131971310231715,0.18135874552003456
2020-06-01,0.11012031554246136,0.07781805034208496,0.02087840213891621,0.05134508301470789,0.08547499618127118,0.055787079574165704,0.030027253057788104,0.032317771547361734,0.2196720402890681,0.0725881392379658
2020-07-01,0.1233701694449149,0.15269965592866616,-0.011548692173427659,-0.05732944248479054,0.004956828607815166,-0.0556797590279976,-0.03823661233282589,-0.01478247712976307,0.07943907227200625,-0.022871887064408392
2020-08-01,0.1547273797611748,0.09471311736186727,0.06811116280275265,-0.04290688942781078,0.03136822498265187,0.0452985943531971,0.05258661110236952,0.05078376456651962,0.10779992324412878,0.016819529536473924
2020-09-01,0.23509458344310277,0.1004595682766985,0.07641375406545815,0.004015204645955052,0.106450067182402,0.035576444712447385,0.039025266107993846,0.09636879351361173,0.26424374095265657,0.03265332840103321
2020-10-01,-0.138804559239591,-0.08273886268525041,0.01994891365146215,-0.16532674204058917,-0.10648369924271354,-0.03216746966768644,0.009282896743858212,0.03192646473144635,-0.015053762953244659,0.00487919807028436
2020-11-01,-0.0703148715061203,-0.059182376080767284,-0.0004263409661260338,-0.013150565767522,0.08265640407589354,0.020210531620190122,-0.023036704341816688,-0.030469925704333874,-0.08269036882493412,-0.025656178157229773
2020-12-01,0.12156641963532086,0.05881595705790008,0.10625611123616739,0.24434758129986042,0.10518339464102947,0.19994700553717065,0.08737271464094895,0.020560309976237777,0.06606313723945709,0.11166873449037747
2021-01-01,0.07811030878530985,0.01137882258261263,-0.028208970514764817,-0.03490762587956022,-0.024082186747195995,0.05941547885238121,0.05240697984158364,-0.007243778649859426,-0.025041602111234185,0.031026272192593546
2021-02-01,0.010868317905651032,0.026047681190680894,-0.07224378168078666,0.022944013556328805,0.07707658354090574,0.027044852896740055,-0.12326837014625984,-0.031481053382860336,0.013844520981977007,-0.048733191345688806
2021-03-01,-0.0470025813316662,-0.06065634603864122,-0.0530033027962949,0.18039587184278663,0.08918457299339279,0.14935613113687632,0.028869785118259945,0.007671558979243954,0.044673739680786494,0.0019440248930450233
2021-04-01,-0.03820400550591194,0.004712104486725303,0.06750674345857142,0.03561498386168405,0.028634230316067735,0.02110458963589172,0.05927152677072986,0.0782941962997121,-0.001824732031905196,0.09601392630174639
2021-05-01,0.06651838338988572,0.09252236169511378,0.04932691899485073,-0.02566966886022973,0.09988491454880809,0.006522529589460061,0.027609991054538412,0.04713728768771907,0.08316362170135003,0.08290742257205208
2021-06-01,-0.054468380831396386,-0.07444882759203056,0.016366875026248354,0.04631069771979774,0.011692568513088164,0.07657090126224306,0.023797598270613975,-0.006595042388816279,0.08030151532713786,0.019664925740053366
2021-07-01,0.09941278626541776,0.06446378054552626,0.042192450053966955,-0.00413433265225558,0.028038707611263668,-0.055533476117970354,-0.016661457830633022,-0.004167345326933327,0.21752086646842525,-0.0008535817184690032
2021-08-01,0.0606973375099948,-0.031177440866166587,0.08731149029120684,-0.042309959674333215,0.0955888623932255,-0.02857718277917159,0.0553342289780235,0.04396670828127034,-0.03591330808278515,0.017941643448156318
2021-09-01,0.04607995686496293,0.04449655230118971,0.060498601305929316,-0.04839346775110005,0.07497204513442801,0.05099023327486802,-0.005979496517441856,-0.013499150188755407,0.14070286023743453,0.01236797844788787
2021-10-01,-0.06683616703286908,-0.05790808159008671,-0.018102893611389257,0.08623628493858929,-0.06157930813467579,0.04534961129641252,-0.05940985557456759,0.0198725736383849,-0.07872910644025603,-0.05806316758601366
2021-11-01,0.04328402733771399,0.01055856066425047,0.09430153091793868,0.09327776172406947,0.04967450500563855,0.02185721662800648,0.05771366604273463,0.031004832115399058,0.21925979115889413,0.14598137957733512
2021-12-01,0.10233102309926065,0.03715695168718631,0.0743605924337273,-0.009953892888699184,-0.017188859926118724,-0.07272279262697343,-0.0636615467487071,-0.02034383223604434,0.1966240178909111,-0.021749340710007534
2022-01-01,0.07481428645277839,-0.03227757920999002,0.06901814454558025,0.045769465462415664,0.026587593964795556,0.0029092076170644035,0.12409423894936175,0.09334266047150844,-0.06655329347681017,0.1255451496010017
